"Row.names","baseMean","log2FoldChange","pvalue","padj","I10","I2","I4","I5","I6","I7","I8","I9","IC10","IC2","IC4","IC5","IC6","IC7","IC8","IC9","MC10","MC2","MC4","MC5","MC6","MC7","MC8","MC9"
"ENSG00000048405.9_ZNF800",589.044606525652,0.421799806528539,0.00134764666228178,0.0936444991429561,686.158666850118,673.759933159545,612.811185643291,687.148240143621,639.71433228429,396.565821786434,747.043936081755,707.80977810539,625.279962123705,564.087757781652,668.736968802376,677.200243299804,558.465498767816,478.112309812039,798.795368205288,767.392438245245,500.349486067665,425.730820778341,533.220812846037,514.648579788767,507.368142759834,368.851645528429,435.846124352354,561.972503401848
"ENSG00000058063.15_ATP11B",855.72585941972,0.60488808831508,3.73849380681736e-05,0.00678225084786782,1050.78404536951,1029.61905278606,980.281737880891,875.841328310044,1077.51882844135,1195.66086117564,1251.08636454601,585.406583395435,1126.79538785459,851.142568530945,915.798126721032,876.171448805417,885.807620603303,1059.06097518558,826.560982608145,662.538516503026,739.084827332554,626.372276907539,654.258666068757,514.648579788767,650.402778750638,886.591912092421,697.562337779245,518.424818636392
"ENSG00000065413.16_ANKRD44",12.3905935500533,1.92310435309276,3.32527384275669e-05,0.00626419479549705,41.9871647992021,23.7239413084347,14.0503446443788,6.54426895374877,24.9888411048551,28.8230797789639,12.733703455939,6.38625363704111,12.9145603192504,10.7377111252853,21.3624309478537,11.6357430120241,15.8711331799024,10.7440968497087,8.54326597011003,4.60896359306453,4.97365294301854,3.37212531309577,1.0904311101146,3.19657502974389,14.3934224896407,4.2889726224236,6.25616446438785,4.14739854909113
"ENSG00000065559.14_MAP2K4",1418.39658306842,0.810407638892958,3.41643901276699e-05,0.00634916025799465,1553.52509757048,1999.92825230104,2143.21795613871,1427.74134340952,1734.22557267694,998.868799236507,1385.85139278803,2095.75556855566,1504.54627719267,1833.28521279037,2217.97761319455,1463.77647091263,1601.00055952266,940.875909838779,1639.23915801486,1893.13179585126,952.951903882352,1049.57400370106,1002.10619019531,790.619557356656,970.656429145143,451.567546103742,1131.3230739768,1259.77230928643
"ENSG00000065613.13_SLK",3326.72753688083,0.703211551354006,1.32335852495541e-05,0.00328640016703869,3976.62647664022,4055.60776667691,4828.99537469881,4048.7210593859,4934.79634138678,2155.76758760595,3617.43292344134,3261.24685731566,3979.83700504899,3381.6631570565,4622.64429684643,4128.36162066616,4426.06226554528,2416.6543556952,3451.47945192445,3586.92591630247,2414.2111385412,2110.95044599795,2860.20080183058,2075.6427193137,2741.94698427655,1610.20286453274,2452.41647004004,2703.06700437015
"ENSG00000066583.11_ISOC1",650.414733701143,0.752369438849687,0.000192229558323406,0.022950984342639,887.255087730507,766.28330426244,721.971555572696,531.176496745942,601.73129380491,685.790518878796,993.228869563242,838.727977664733,773.797405795084,811.055113663213,763.47470604938,464.266146179763,550.529932177865,657.692214300028,1126.64319980826,858.419469208269,343.182053068279,422.358695465245,429.629857385151,252.529427349768,373.329395825055,418.481185873617,709.031972630623,629.367729824579
"ENSG00000068912.13_ERLEC1",1081.05311971982,0.242324213036639,0.000994466025692921,0.0761541093745449,1269.55927248114,1053.3429940945,1111.0580226478,999.091726938979,1194.46660481207,1293.06299284248,1141.78874321586,979.225557679637,1233.34051048841,1199.76025639854,1087.62637564942,1192.66365873247,1231.99671308992,1108.94428198779,1177.90279562892,1031.25560394819,1050.43550156551,1003.20728064599,851.626696999499,859.878683001107,947.267117599477,1025.67716713387,1016.62672546303,885.469590230957
"ENSG00000070610.14_GBA2",982.686346790107,-0.448880990416233,2.19614024404678e-05,0.0045225650241931,861.841803773096,954.888637664496,877.606142402738,837.666426079842,769.656306029536,886.55817802882,975.189456333995,981.354308891984,774.873619155022,1119.58534666308,712.390632043642,836.609922564535,765.782175930291,818.853667045659,668.51056216111,990.927172508874,1106.14041452732,1367.39681446034,1281.25655438465,1340.43046247261,1054.31819736618,1196.62336165618,1387.82581701671,1018.18634380187
"ENSG00000071127.16_WDR1",15981.8191856408,0.878781724218297,9.48705937384793e-08,4.98528613096788e-05,19815.7319344445,20312.4385482818,19527.8174642028,21332.1353662364,21942.2015973511,11302.6228705647,20207.3262426205,17997.527124788,21720.1380302592,20445.3178299515,19920.0024582008,21524.9609979434,21791.065856006,11949.7380033439,13062.6536682982,17809.0353236014,9875.68528365761,10953.5060482633,12365.4887886995,9747.42279069905,10025.0187640347,5918.78221894456,11557.2211538792,12459.822091107
"ENSG00000072609.17_CHFR",1187.72941699039,0.612241947951278,6.96634468075493e-06,0.00196592827018564,1249.67061547099,1488.67731710428,1513.11403862541,1252.1367931506,1437.35814035126,1026.69797971275,1367.81197955878,1647.65343835661,1233.34051048841,1482.51998269772,1413.63564794058,1030.92683086534,1146.68937224795,1039.87508795395,1375.46582118771,1611.98501667432,849.499922667566,1058.84734831207,982.478430213251,795.947182406229,711.574824331611,639.056920741116,945.723528199964,1204.81927851097
"ENSG00000075785.12_RAB7A",9194.30947034457,0.629674365588265,0.000824407962154837,0.067182636017527,10863.6264290988,10462.2581170197,9722.83849391014,14293.7741064796,12465.4334967459,5390.90981796897,9554.5221597729,11605.951609716,9919.45853854422,9886.56855675432,9670.67960995881,13701.0873966584,11693.0573702931,5753.46386301903,9762.81718734323,11391.053520259,6609.98476127163,6263.72276907539,6936.23229143894,9150.72878514685,7336.14752518873,3877.84396104556,6145.63889218367,8205.62802937681
"ENSG00000078246.15_TULP3",701.435569184467,0.49548366085168,0.000719576658696304,0.0599214683162458,751.349264827827,824.406960468105,698.194049251439,815.852196234013,915.591138081889,982.96641039294,787.367330358895,654.590997796714,701.69111067927,703.678002410361,608.364881341051,858.71783428738,708.249318153145,973.108200387905,622.590507571768,669.451961892623,549.091284909246,374.305909753631,445.98632403687,600.956105591852,510.066909476641,851.6674207384,671.494985844296,554.714555940939
"ENSG00000078967.12_UBE2D4",398.433800597896,-0.590128055165837,0.000370232812914611,0.03711827523688,413.242095655305,440.079111271463,319.915539595087,277.040719042031,293.868771393095,282.267401973301,321.52601226246,360.823330492823,475.686305092388,343.606756009128,298.145231924393,275.767109384972,297.58374712317,288.555743963606,459.200545893414,337.606583191977,663.485302598673,544.598238064967,398.007355191827,417.685803886535,393.120351748311,408.065109504874,743.440877184756,509.093171900937
"ENSG00000079739.15_PGM1",3296.10832789709,0.811900792648069,1.22052526747542e-08,8.85694502431327e-06,3101.52556819369,3494.53655473243,4337.23331214555,3765.13607139012,4816.84901137186,4356.26064383444,2882.06154886086,4105.29671301126,3354.55704292528,3859.13337842752,4057.93307874664,3361.56615617377,4914.09961082728,4276.91798167334,2916.45742054631,3930.29370398578,1687.06307827189,1650.65534076038,2264.82541570802,2120.39476973012,2681.67452760118,2753.52042359595,1770.49454342176,2648.11397359469
"ENSG00000082146.12_STRADB",621.936086664908,-0.876406829463983,4.0308755086617e-14,8.77521598235651e-11,466.278514349034,585.981350318336,446.368641394496,489.729460038866,391.825028524127,477.071665306988,480.697305461697,476.840271565736,552.097453647953,581.983942990461,408.672592045897,635.311568456517,450.343403979731,520.321261721609,478.422894326162,486.245659068308,1080.27741922363,1067.27766159481,718.594101565518,962.169083952912,791.638236930237,896.395278086532,787.234028435471,694.689256972765
"ENSG00000082212.11_ME2",1488.03462888127,-0.393277235876669,5.1441983808279e-05,0.00861455375004795,1515.95763432909,1142.30777400113,1185.6329288372,1479.00478354722,1350.39697330637,1083.35023996795,1338.10000482826,1560.37463865038,1473.33608975448,1226.96245791593,1135.92404561848,1577.80675243047,1455.1845234323,1199.50166972105,1492.93572827673,1500.2176495425,2005.37686662507,1547.80551871096,1536.41743415147,1848.68589220188,1845.95643429642,1633.48585876876,1839.31235253003,1738.79684170646
"ENSG00000084072.16_PPIE",1654.19222799857,0.322637968264982,0.000640081217218151,0.0547988633100416,1929.19972998439,1511.21506134729,1493.65971527165,1812.76250018841,1536.31395112649,1996.74369917029,2061.79881790746,1991.44675915065,1875.83988637112,1488.24676196454,1653.26639509476,1582.46104963528,1663.49314641852,1794.26417390136,1935.04974222992,1911.56765022351,1430.42258641213,1307.54159015288,1219.10198110812,1422.47588823603,1353.88130293183,1398.81778528472,1601.57810288329,1729.465194971
"ENSG00000087076.8_HSD17B14",117.922609069441,1.10904434774021,1.36348533997199e-05,0.00329811953902113,109.387613555816,154.205618504825,250.744612115068,118.887552659769,175.92144137818,67.5851525851567,111.419905239466,180.943853049498,107.621335993753,125.989143870014,254.491568683127,129.156747433468,110.105986435573,136.603517089154,101.451283395057,152.09579857113,38.7944929555446,63.2273496205457,110.133542121574,75.6522757039388,62.9712233921779,47.1786988466596,74.0312794952562,71.5426249718221
"ENSG00000088682.13_COQ9",1303.87006069091,-0.26289072263439,0.000786797562644425,0.0644624089093462,1362.37300519516,1219.41058325354,1121.86598006655,1117.97927959875,1184.47106837013,1238.39853119272,1288.22633295916,1225.09632270572,1500.24142375292,1105.98424590438,1147.99846311075,1224.08016486494,1194.30277178766,1221.75729890974,1106.35294312925,1321.62031031125,1692.03673121491,1431.46719540915,1321.60250545889,1677.13636560563,1455.53484926491,1270.14860661202,1476.45481359553,1388.34166430826
"ENSG00000090487.10_SPG21",1921.70521870662,0.452752203337551,8.38028699577e-05,0.0123987566532562,2230.84436130497,1859.95699858128,2050.26952233743,2232.68642472062,2309.9684717328,1770.13465814947,1750.88422519161,2723.73717619803,2168.56992027412,1885.54207360009,1909.61556646901,2271.29703594711,2045.39228855992,1916.28641669448,2025.82194316234,2597.15098469186,1679.10523356306,1266.23305506746,1413.19871870852,1435.26218835501,1541.89538420276,1283.62823485392,1673.52399422375,2079.9203723692
"ENSG00000091409.14_ITGA6",14005.3282432517,0.668857428826337,0.000391982517969103,0.0382911640469946,17567.2087669083,16229.5482491002,15440.2479684304,22714.0668269697,22708.8592424481,9131.94679341793,15070.3380401038,13468.6089205197,16120.5999185043,15233.232849738,13203.8399284647,21850.7618022801,18550.3788498347,8127.90926680466,11423.4145102834,16048.4112310507,11661.2266902013,9729.42455960957,10927.2101544584,11225.3059794506,11413.0844453794,7090.89716561547,11323.657680542,9867.69799792508
"ENSG00000091436.16_pk",1921.95176712009,0.701764871761486,6.58966984866346e-06,0.00193115343891889,2195.48674884249,2068.7276820955,1487.1749408204,2458.46370362495,2095.06443823105,2247.20632345646,2493.68359345472,2675.84027392023,1979.15636892512,1776.01742012218,1551.09824708329,2659.93085254871,1763.67967461666,2229.40009631456,2749.86373412917,2798.79314188844,1308.07072401387,1121.23166660434,1072.98421235276,1283.95763694713,1190.15612211216,1270.14860661202,1842.44043476222,1808.26576740373
"ENSG00000099899.14_TRMT2A",1096.82407818485,0.466685452089097,5.81045595761185e-05,0.00932058298295232,1111.5549417894,1048.59820583281,1277.5005668966,1129.97710601395,1190.46839023529,1118.13671556325,1262.75892604728,1684.90658457268,1362.48611368091,1097.39407700415,1231.59058421104,1099.57771463628,1113.9551600644,1159.59502427928,953.642063913532,1368.86218714017,755.995247338818,804.251887173341,947.584634689584,783.160882287254,836.617682210364,769.56423053772,1083.3591464165,1132.23980390188
"ENSG00000100296.13_THOC5",812.656206853106,0.346462332500068,0.00108532728622737,0.0799000121488837,934.766879476973,817.289778075575,785.738504343338,870.387770848586,838.625507478936,820.960824049109,1086.60936157346,788.702324174577,992.268717862403,852.57426334765,842.422820421882,916.896549347501,958.219665736608,926.294635542746,908.789917570454,700.562466145809,803.742315591795,697.186908482551,709.870652684602,514.648579788767,638.708122977805,610.872243508047,876.905719091697,610.704436353669
"ENSG00000100441.9_KHNYN",1993.61331121953,0.38240670861093,0.000939587360726667,0.0733357030375013,1926.98987920549,2283.42935093684,2048.10793085368,2687.51311700616,2583.84617024201,2538.41881915427,2323.90088070887,1673.19845290477,2096.46362515831,2128.21434503154,1959.77083912919,2364.3829800433,2181.28886641284,2135.77296662424,1327.40995010585,1728.3613473992,1458.27504289303,1832.75010766755,1874.45107828699,1810.32699184496,1827.96465618437,1695.98231698122,1570.29728056135,1789.60247393282
"ENSG00000100596.6_SPTLC2",1231.53091548076,0.650002561989738,6.15749741407029e-07,0.000260650286369492,1391.10106532093,1552.73195863705,1855.72628879988,1439.73916982473,1442.35590857223,1227.46563886277,1526.98327275802,1209.13068861312,1230.1118704086,1423.82049521283,1605.89752647126,1438.17783628618,1226.04503814746,905.573877332593,1332.74949133716,1323.92479210779,828.610580306888,1020.06790721147,1147.13352784055,1001.59350931975,985.049851634783,599.843456764672,1000.98631430206,841.9219054655
"ENSG00000101384.11_JAG1",9408.10452163196,0.973270435654373,0.00086951906940694,0.0691977161883255,7019.59099919292,18926.9603758692,17662.364013726,9864.39473628398,8636.14348583791,8404.41250382478,9318.94864583803,10024.2894589422,8367.5588735143,23559.2540562842,16071.0496822049,9478.47625759485,8145.85910458491,7332.84609992621,5757.09335560789,11456.7312514602,2836.97163869777,9022.12127518773,8390.86739233181,4544.4641672859,4171.39375527899,4876.56187169563,4495.05416766267,7431.10135033404
"ENSG00000101972.18_STAG2",1325.62355252773,0.713070200039834,0.000137873968659436,0.0185934637911606,1204.36867450343,1507.65647015102,1271.01579244534,2153.06448578334,2014.10059305132,2020.59728243564,1248.96408063668,1049.47434768709,1180.60605585147,1204.05534084865,1469.36372867411,2125.85024829681,1807.32529086139,1674.54423757603,1031.59936589079,1246.72465192396,646.57488259241,815.211294440903,861.440576990531,1256.25398668935,1089.40216468468,1194.17252015766,863.350696085524,879.24849240732
"ENSG00000102024.17_PLS3",9910.70547229831,0.48882206665473,1.58916471680444e-05,0.00378395017490357,13218.2224340225,11584.4005409087,11337.5473322718,9808.76845017711,12752.3053926296,8480.94275013444,11253.4104291861,9338.83156856645,13184.6898725947,11175.8097391969,11905.3756473734,9995.10324732872,12221.7644943486,8221.53639649498,10906.5469190917,9919.64189317314,8373.64209486601,7202.01663744429,8706.00198315493,6935.50228953433,8730.51032887267,6027.23195525442,8135.099191859,8442.029746675
"ENSG00000102781.13_KATNAL1",280.056686338264,0.70443406266519,0.000573993954550603,0.0505612362624083,291.700302815509,546.836847159419,283.168484371327,335.93913962577,356.84065097733,263.383315221566,241.940365662841,203.295740779142,316.406727821634,490.35547472136,308.36204672554,364.198756276355,351.148821605341,221.788856397559,367.360436714731,231.600420551493,205.909231840967,271.456087704209,112.314404341803,175.811626635914,173.620658781291,176.460587893999,208.538815479595,222.922672013648
"ENSG00000103888.15_CEMIP",88.0826624213356,1.30024087133523,0.000972227154167888,0.0748271192038609,160.21418147064,397.376016916281,161.038565539419,97.0733228139401,89.9598279774782,45.719367925253,122.031324786082,56.4119071271965,73.1825084757521,97.3552475359197,52.0128753512959,53.524417855311,89.2751241369511,29.1625485920666,67.2782195146165,63.3732494046373,86.5415612085225,68.2855375901893,64.3354354967611,31.9657502974389,35.9835562241017,31.2482291062291,117.824430745971,22.8106920200012
"ENSG00000104055.14_TGM5",5.50347322926672,2.45804490066183,0.00024051562466914,0.0273523701815898,4.41970155781075,11.8619706542173,14.0503446443788,18.5420953689548,6.99687550935942,1.98779860544578,6.3668517279695,8.51500484938815,7.53349351956271,7.15847408352351,12.0744174922651,2.32714860240482,6.9436207662073,5.37204842485437,1.06790824626375,3.4567226947984,0,2.52909398482183,3.27129333034379,0,4.49794452801271,0,0,3.11054891181835
"ENSG00000104064.16_GABPB1",1093.70242182213,-0.420532885055806,1.6787313685247e-05,0.00383202555467663,960.180163434385,945.399061141122,1045.12948239341,922.741922478576,993.556322329037,878.606983607037,969.883746560687,1148.46127906123,979.354157543152,897.672650073848,1056.97593124598,932.023015263132,848.113679301035,879.481070697586,1225.95866671079,1035.86456754125,1224.51335457116,1281.40761897639,1766.49839838564,1135.849660569,1302.60473531248,1153.12092505732,1244.97672841318,1420.48400306371
"ENSG00000104140.6_RHOV",92.0016707538925,-1.42878076333351,6.95749852134756e-06,0.00196592827018564,46.4068663570128,13.0481677196391,31.3430765143835,64.3519780451962,48.9781285655159,118.274017024024,51.9959557784176,73.4419168259728,76.4111485555647,42.2349970927887,62.2296901524433,127.993173132265,52.5731286584267,104.371226540028,36.3088803729676,49.5463586254437,190.988273011912,105.378916034243,163.564666517189,140.649301308731,188.014081270931,120.703943802493,110.525572204185,188.706633983647
"ENSG00000104290.10_FZD3",540.558335212664,-0.60354814210614,0.00102330818691873,0.0765814906198797,534.7838884951,480.409811495802,602.003228224538,335.93913962577,344.846007247,612.241970477302,360.788264584938,358.694579280476,453.0858245337,618.492160816431,595.361662503227,368.853053481165,362.060225666524,570.204568523828,489.101976788799,373.326051038227,694.321950845388,877.595612733174,869.073594761333,639.315005948779,616.218400337741,835.736950997969,570.353660336692,410.592456360022
"ENSG00000104327.7_CALB1",42.6837145434197,2.80593667201249,0.00145833383102039,0.0979010980216727,224.299854058895,4.74478826168694,18.37352761188,97.0733228139401,120.945990947498,4.96949651361446,28.6508327758628,65.9912875827582,54.886881356814,2.8633896334094,9.28801345558856,119.848153023848,118.041553025524,2.30230646779473,19.2223484327476,51.850840421976,19.8946117720741,0,0,22.3760252082073,18.8913670176534,1.22542074926388,1.04269407739798,17.6264438336373
"ENSG00000104756.15_KCTD9",1312.5835126397,0.769767351079872,2.64216063199425e-06,0.000958663949308579,1682.80136813644,1667.79307398296,1759.53546777298,1759.31763706613,2192.02114171789,1109.19162183875,1173.62300185571,1159.10503512296,1448.58318247592,1480.37244047266,1819.5218359498,1613.87755576775,1900.56819829331,1052.92149127146,1092.47013592782,1255.94257911008,938.030945053296,746.925756850713,827.637212576978,915.285983516668,1209.04748912982,762.211706042136,821.642932989604,1113.57651043097
"ENSG00000104808.7_DHDH",103.079959918068,1.10828644909558,1.95555965658496e-05,0.00425145909649339,130.381195955417,71.171823925304,145.907425153165,139.611071013307,218.90224807853,85.4753400341687,103.991911556835,194.780735929754,104.39269591394,55.120250443131,135.604996451593,93.085944096193,126.969065439219,82.1155973513453,92.9080174249466,187.81526641738,49.7365294301854,34.5642844592316,55.6119866158444,70.3246506543657,57.5736899585627,83.9413213245761,85.500914346634,68.4320760600037
"ENSG00000104976.11_SNAPC2",600.515187384439,0.54797822298569,0.0014103148285595,0.0955190563218586,569.036575568134,705.787253925932,517.701160358265,971.823939631692,765.658091452759,597.333480936458,597.422920474472,696.101646437481,557.478520447641,715.131560943998,441.180639140457,996.019601829265,726.104342980535,611.646084944133,525.410857161767,708.628152433672,370.039778960579,499.074546338174,410.002097403088,688.329156404852,426.405141255605,340.66696829536,502.578545305824,472.803434596389
"ENSG00000105058.11_FAM32A",2714.19185431301,0.698230813225349,2.27264933445717e-10,2.16455645048705e-07,3893.75707243127,3161.21517934892,2936.52203067517,3079.0785427388,2898.70556816319,2542.39441636516,3276.80635599497,3414.51694460465,3535.36088739479,3055.23673884783,3149.56536279008,3039.2560747407,2651.47118686745,2854.86002006546,3126.83534506027,2986.60840830582,2190.39675610536,1718.94087835057,1994.3985003996,1832.70301705317,1505.01223907305,1542.1920129486,2180.27331583917,2574.49764934832
"ENSG00000105655.18_ISYNA1",877.468964139247,-1.1804343962408,1.81059311080457e-05,0.00399878672689143,528.154336158384,574.119379664119,807.354419180844,378.476887825137,373.833062928632,1064.46615321622,487.064157189667,734.419168259728,516.582412770014,449.552172445276,860.998847333059,265.29494067415,424.552812562389,1143.47887900472,508.324325221547,728.216247704196,980.804360363255,1211.43601872966,2212.48472242251,953.644883873595,1583.27647386047,1757.25335444441,937.38197558078,1578.08514792918
"ENSG00000105669.12_COPE",6595.0284123733,0.316239826712809,0.000686096079319366,0.0580856564041546,7138.92294125381,6378.18162077266,6598.25800414866,6694.78713968499,7540.63269180106,6099.56002081039,7423.74911481244,8637.40804409811,6992.15819951413,6614.43005317572,6535.97506869767,6455.51022307098,7616.16003470567,6035.88012306851,8625.49490507234,7502.24048861079,5822.1581350975,5356.62105985263,4866.59404444144,5503.43667620907,5868.91802015098,4941.50917140662,6092.46149423637,6939.63462226674
"ENSG00000105699.16_LSR",7595.04670798099,0.430366868857574,0.000146559835554507,0.0194210898610011,8395.22310906151,9328.25372247651,9207.29892503562,7676.42748274731,8642.14080770307,6020.04807659256,8499.74705683928,8565.03050287831,6892.07035703994,10469.9841945615,8929.49613620284,8454.53087253673,9845.06230065821,6358.20302855978,7364.29526623484,8405.59735285144,5915.66281042625,5880.98654603902,7341.87266440157,5729.32797831097,5943.58389931599,5102.65199993482,6189.43204343438,7124.19385770129
"ENSG00000105778.17_AVL9",657.855134230496,-0.479402561281864,0.000289904533708204,0.0308163960913735,562.407023231417,665.456553701593,365.308960753849,648.97333791342,598.732632872327,643.052848861711,631.379463023642,451.295257017572,586.536281165954,686.497664609904,450.468652596045,648.110885769744,563.425227886536,789.691118453592,558.516012795943,573.815967336534,942.009867407711,867.479236793887,654.258666068757,872.664983120083,711.574824331611,859.019945233983,746.56895941695,711.278851169129
"ENSG00000105976.14_MET",2682.13838311633,1.67350839241073,5.68928820668445e-08,3.09639510648801e-05,3823.0418475063,3693.81766172328,2129.16761149433,3363.75424222687,3712.34223453727,7021.89857373723,3528.29699924977,1743.44724291222,3136.08573085796,3256.38986059484,2045.2205629206,3573.33667899261,3128.59712808826,7134.84774369587,2314.15716965355,1673.05378428242,986.772743894878,1018.38184455492,640.083061637268,864.140783040766,1042.62354159335,2339.32821034476,1527.54682338803,674.989113864582
"ENSG00000108439.9_PNPO",1241.19374415538,-0.547193509476586,0.00068993145842791,0.0580876546684139,1331.43509429049,958.447228860761,970.554576204013,962.007536201069,1257.43848439631,987.935906906555,1046.28596729632,1027.12245995745,1464.72638287498,1106.70009331273,991.959837056858,1098.41414033508,1454.19257760856,860.295183465964,840.443789809574,948.294259273027,1913.86165247353,1525.04367284756,1250.72448330144,1495.99711392014,2309.24472068173,1033.02969162945,1755.89682633819,1198.59818068734
"ENSG00000108961.13_RANGRF",501.45548518982,0.56952268041417,0.000839291646653093,0.0676717746208809,654.11583055599,442.451505402307,475.550126425129,509.362266900112,530.762985067121,466.138772977036,651.541160162212,684.393514769573,697.38625723952,472.459289512551,467.187076816104,539.898475757919,584.256090185158,480.414616279833,761.418579586056,640.64593943597,421.765769567972,257.967586451826,258.432173097159,320.723027984304,418.308841105182,275.719668584374,487.980828222252,536.051262470029
"ENSG00000108963.17_DPH1",1211.92891293392,-0.331340273316515,2.38046584832144e-05,0.00483678920834272,1078.40718010582,892.020193197144,1200.76406922345,1200.8733530129,1017.5456097897,1084.34413927068,1124.81047194128,1201.6800593699,1140.78616153378,1027.24103098562,1151.71366849298,1218.26229335893,1296.47319163328,1214.85037950635,995.290485517818,1163.76330724879,1453.30138995002,1378.3562217279,1600.75286964823,1198.71563615396,1391.66403696713,1264.63421324033,1458.72901427977,1331.31493425825
